State,Year,Total_Flood_Events,Total_Fatalities,Mean_Duration_Days,Annual_Tree_Loss_ha,Annual_Percent_Tree_Loss,Indo_Event_Count,Annual_Rainfall,Monsoon_Rainfall,Max_Daily_Rainfall,Lagged_Annual_Tree_Loss_ha,Lagged_Annual_Percent_Tree_Loss,Lagged_Annual_Rainfall,Lagged_Monsoon_Rainfall
Arunachal Pradesh,2005,0.0,0.0,0.0,8727.2,0.1383663693239895,0.0,2576.9019937773546,1571.879435605804,91.42808069501604,8727.2,0.1383663693239895,2844.307573426763,1670.49236454914
Arunachal Pradesh,2006,1.0,0.0,1.0,9073.8,0.1438615778224419,0.0,1683.250903649628,1174.7381876423956,87.52580969674247,8727.2,0.1383663693239895,2576.9019937773546,1571.879435605804
Arunachal Pradesh,2007,0.0,0.0,0.0,9073.8,0.1438615778224419,0.0,2260.537177951137,1583.047613187631,93.40611921037946,9073.8,0.1438615778224419,1683.250903649628,1174.7381876423956
Arunachal Pradesh,2008,1.0,37.0,1.0,9073.8,0.1438615778224419,0.0,2690.673538499574,1852.3841880316536,119.0180320739746,9073.8,0.1438615778224419,2260.537177951137,1583.047613187631
Arunachal Pradesh,2009,0.0,0.0,0.0,9073.8,0.1438615778224419,0.0,2141.8156036953133,1412.723458061119,104.28160994393484,9073.8,0.1438615778224419,2690.673538499574,1852.3841880316536
Arunachal Pradesh,2010,2.0,15.0,1.5,9073.8,0.1438615778224419,0.0,3106.198293307424,1847.4995113149284,122.72687339782716,9073.8,0.1438615778224419,2141.8156036953133,1412.723458061119
Arunachal Pradesh,2011,0.0,0.0,0.0,12288.0,0.1948214715204398,0.0,1627.6774285559852,1231.2872914999723,91.9359803880964,9073.8,0.1438615778224419,3106.198293307424,1847.4995113149284
Arunachal Pradesh,2012,0.0,0.0,0.0,12288.0,0.1948214715204398,0.0,1508.727103962501,1026.591632073621,64.58295358930316,12288.0,0.1948214715204398,1627.6774285559852,1231.2872914999723
Arunachal Pradesh,2013,0.0,0.0,0.0,12288.0,0.1948214715204398,0.0,1990.272841267288,1189.723816069464,90.39137649536131,12288.0,0.1948214715204398,1508.727103962501,1026.591632073621
Arunachal Pradesh,2014,0.0,0.0,0.0,12288.0,0.1948214715204398,0.0,2189.6636644631626,1587.7892420778671,106.48928015572685,12288.0,0.1948214715204398,1990.272841267288,1189.723816069464
Arunachal Pradesh,2015,1.0,2.0,1.0,12288.0,0.1948214715204398,0.0,2476.8453155358634,1755.1466186260184,116.67632293701172,12288.0,0.1948214715204398,2189.6636644631626,1587.7892420778671
Arunachal Pradesh,2016,3.0,13.0,1.3333333333333333,14321.4,0.2270602394395204,0.0,2931.826934218904,1743.519729885459,111.0054393495832,12288.0,0.1948214715204398,2476.8453155358634,1755.1466186260184
Arunachal Pradesh,2017,0.0,0.0,0.0,14321.4,0.2270602394395204,0.0,2975.122299942871,1833.3922470132509,120.56648417881556,14321.4,0.2270602394395204,2931.826934218904,1743.519729885459
Arunachal Pradesh,2018,0.0,0.0,0.0,14321.4,0.2270602394395204,0.0,2123.15799634556,1345.7844631532828,76.8073970249721,14321.4,0.2270602394395204,2975.122299942871,1833.3922470132509
Arunachal Pradesh,2019,0.0,0.0,0.0,14321.4,0.2270602394395204,0.0,2356.5470452388126,1515.0302730634808,92.2536713736398,14321.4,0.2270602394395204,2123.15799634556,1345.7844631532828
Arunachal Pradesh,2020,1.0,8.0,1.0,14321.4,0.2270602394395204,0.0,2671.1179954936106,1845.0607771083712,90.06293787275042,14321.4,0.2270602394395204,2356.5470452388126,1515.0302730634808
Assam,2001,4.0,18.0,9.0,8257.8,0.3002690050739345,0.0,1887.5259819649484,1132.7068310577583,94.9273686616317,,,,
Assam,2002,2.0,41.0,25.5,8257.8,0.3002690050739345,0.0,2041.9951528569927,1294.412050043111,97.13971677033796,8257.8,0.3002690050739345,1887.5259819649484,1132.7068310577583
Assam,2003,6.0,40.0,8.166666666666666,8257.8,0.3002690050739345,0.0,2401.283966742456,1512.823099215717,106.72893225628395,8257.8,0.3002690050739345,2041.9951528569927,1294.412050043111
Assam,2004,2.0,203.0,10.5,8257.8,0.3002690050739345,0.0,2652.021976274641,1566.2759097105136,111.80634025905444,8257.8,0.3002690050739345,2401.283966742456,1512.823099215717
Assam,2005,4.0,58.0,12.25,8257.8,0.3002690050739345,0.0,2274.912158705294,1328.1334526674902,84.50680376135784,8257.8,0.3002690050739345,2652.021976274641,1566.2759097105136
Assam,2006,2.0,10.0,4.0,12679.0,0.4610320806186171,0.0,1810.3961579362333,1248.6843963718932,95.43132815153704,8257.8,0.3002690050739345,2274.912158705294,1328.1334526674902
Assam,2007,3.0,0.0,3.6666666666666665,12679.0,0.4610320806186171,0.0,2332.7863334106364,1573.5560281542332,90.46513250599736,12679.0,0.4610320806186171,1810.3961579362333,1248.6843963718932
Assam,2008,3.0,32.0,5.333333333333333,12679.0,0.4610320806186171,0.0,2237.571979789954,1579.2289155190406,89.25175890715227,12679.0,0.4610320806186171,2332.7863334106364,1573.5560281542332
Assam,2009,6.0,0.0,2.833333333333333,12679.0,0.4610320806186171,0.0,1900.6194334697464,1284.938338774054,91.82130316029424,12679.0,0.4610320806186171,2237.571979789954,1579.2289155190406
Assam,2010,7.0,46.0,3.0,12679.0,0.4610320806186171,0.0,2777.351259560041,1748.0111079805572,112.32072780443276,12679.0,0.4610320806186171,1900.6194334697464,1284.938338774054
Assam,2011,4.0,0.0,1.75,15191.8,0.5524021738577102,0.0,1787.459258219794,1254.2710346514764,87.14966334467348,12679.0,0.4610320806186171,2777.351259560041,1748.0111079805572
Assam,2012,5.0,9.0,3.2,15191.8,0.5524021738577102,0.0,2001.076587922547,1391.7623108826251,99.39441116996431,15191.8,0.5524021738577102,1787.459258219794,1254.2710346514764
Assam,2013,4.0,1.0,3.75,15191.8,0.5524021738577102,0.0,1922.8590405813377,1211.5299938013372,87.0812926914381,15191.8,0.5524021738577102,2001.076587922547,1391.7623108826251
Assam,2014,1.0,0.0,3.0,15191.8,0.5524021738577102,0.0,2012.1759444290528,1492.4789782441828,130.11393422665805,15191.8,0.5524021738577102,1922.8590405813377,1211.5299938013372
Assam,2015,3.0,31.0,9.0,15191.8,0.5524021738577102,0.0,2120.701694952081,1398.868542542276,107.81393747744352,15191.8,0.5524021738577102,2012.1759444290528,1492.4789782441828
Assam,2016,4.0,7.0,4.5,17571.8,0.6389434114846767,0.0,2361.1243984099965,1318.6946219244728,101.77263409158458,15191.8,0.5524021738577102,2120.701694952081,1398.868542542276
Assam,2017,5.0,112.0,6.2,17571.8,0.6389434114846767,0.0,2497.645707752069,1527.100281090192,106.57986101896869,17571.8,0.6389434114846767,2361.1243984099965,1318.6946219244728
Assam,2018,2.0,17.0,30.5,17571.8,0.6389434114846767,0.0,1912.394657832449,1276.431079365313,88.9468184761379,17571.8,0.6389434114846767,2497.645707752069,1527.100281090192
Assam,2019,3.0,94.0,18.666666666666668,17571.8,0.6389434114846767,0.0,2249.36286724618,1402.6854196064498,95.4821900077488,17571.8,0.6389434114846767,1912.394657832449,1276.431079365313
Assam,2020,5.0,123.0,30.6,17571.8,0.6389434114846767,0.0,2395.1729455130258,1651.0900956563976,104.63744619618292,17571.8,0.6389434114846767,2249.36286724618,1402.6854196064498
Bihar,2001,3.0,158.0,5.333333333333333,77.8,0.0505713654268665,0.0,1361.5331335222802,1009.9509557219776,111.62479359394796,,,,
Bihar,2002,1.0,0.0,1.0,77.8,0.0505713654268665,0.0,1188.52458041705,1008.7362085260652,107.80303047798776,77.8,0.0505713654268665,1361.5331335222802,1009.9509557219776
Bihar,2003,2.0,215.0,8.5,77.8,0.0505713654268665,0.0,1448.2123298928948,1130.0290741008278,123.50193044301626,77.8,0.0505713654268665,1188.52458041705,1008.7362085260652
Bihar,2004,1.0,450.0,31.0,77.8,0.0505713654268665,0.0,1195.1820333642331,983.4350245099616,93.82937900440112,77.8,0.0505713654268665,1448.2123298928948,1130.0290741008278
Bihar,2005,0.0,0.0,0.0,77.8,0.0505713654268665,0.0,1021.453063460822,885.0760440681431,94.78971172023464,77.8,0.0505713654268665,1195.1820333642331,983.4350245099616
Bihar,2006,1.0,0.0,1.0,115.2,0.074882021814589,0.0,1082.2924022759134,962.1594075534392,122.7276322648332,77.8,0.0505713654268665,1021.453063460822,885.0760440681431
Bihar,2007,2.0,77.0,7.5,115.2,0.074882021814589,0.0,1555.3773240010078,1375.9497467047863,127.75245975803684,115.2,0.074882021814589,1082.2924022759134,962.1594075534392
Bihar,2008,0.0,0.0,0.0,115.2,0.074882021814589,0.0,1182.5928719051783,1055.290436820001,80.75121338303025,115.2,0.074882021814589,1555.3773240010078,1375.9497467047863
Bihar,2009,1.0,39.0,1.0,115.2,0.074882021814589,0.0,951.3944584378922,744.4878291197725,92.85626530002904,115.2,0.074882021814589,1182.5928719051783,1055.290436820001
Bihar,2010,0.0,0.0,0.0,115.2,0.074882021814589,0.0,814.719189123326,685.7596371492018,67.4736902907088,115.2,0.074882021814589,951.3944584378922,744.4878291197725
Bihar,2011,1.0,7.0,3.0,37.6,0.0244406598978172,0.0,1188.8887527699808,1014.4089237852272,90.0198941101899,115.2,0.074882021814589,814.719189123326,685.7596371492018
Bihar,2012,0.0,0.0,0.0,37.6,0.0244406598978172,0.0,1108.0816007139715,945.5721449707004,85.09618223035658,37.6,0.0244406598978172,1188.8887527699808,1014.4089237852272
Bihar,2013,2.0,42.0,3.0,37.6,0.0244406598978172,0.0,1094.6672559722856,733.9230491152487,102.466901521425,37.6,0.0244406598978172,1108.0816007139715,945.5721449707004
Bihar,2014,0.0,0.0,0.0,37.6,0.0244406598978172,0.0,1114.7692309561614,887.792240159737,107.48407487611512,37.6,0.0244406598978172,1094.6672559722856,733.9230491152487
Bihar,2015,0.0,0.0,0.0,37.6,0.0244406598978172,0.0,1009.3277079676454,840.9649180036944,102.31427208152977,37.6,0.0244406598978172,1114.7692309561614,887.792240159737
Bihar,2016,3.0,30.0,1.3333333333333333,14.0,0.009100245706634,0.0,1179.8772114078338,1009.1859629136084,92.06829823674384,37.6,0.0244406598978172,1009.3277079676454,840.9649180036944
Bihar,2017,4.0,19.0,1.75,14.0,0.009100245706634,0.0,1173.130755224743,962.224139685365,117.70321057293866,14.0,0.009100245706634,1179.8772114078338,1009.1859629136084
Bihar,2018,0.0,0.0,0.0,14.0,0.009100245706634,0.0,901.905065222165,786.0739952545312,83.33805599728146,14.0,0.009100245706634,1173.130755224743,962.224139685365
Bihar,2019,5.0,121.0,1.6,14.0,0.009100245706634,0.0,1234.4415244752088,1068.8050873118475,129.51898121189427,14.0,0.009100245706634,901.905065222165,786.0739952545312
Bihar,2020,1.0,27.0,20.0,14.0,0.009100245706634,0.0,1606.3094776365404,1341.0175354180706,101.20296354551571,14.0,0.009100245706634,1234.4415244752088,1068.8050873118475
Chandigarh,2001,0.0,0.0,0.0,0.6,0.0854700854700854,0.0,1199.1332258060577,1023.0819992870092,74.555908203125,,,,
Chandigarh,2002,0.0,0.0,0.0,0.6,0.0854700854700854,0.0,852.9067426994443,624.2833463922143,85.61151885986328,0.6,0.0854700854700854,1199.1332258060577,1023.0819992870092
Chandigarh,2003,0.0,0.0,0.0,0.6,0.0854700854700854,0.0,1352.1521679237485,1188.7744138613343,84.18902587890625,0.6,0.0854700854700854,852.9067426994443,624.2833463922143
Chandigarh,2004,0.0,0.0,0.0,0.6,0.0854700854700854,0.0,850.533635944128,649.09815030545,127.82405853271484,0.6,0.0854700854700854,1352.1521679237485,1188.7744138613343
Chandigarh,2005,0.0,0.0,0.0,0.6,0.0854700854700854,0.0,815.7165748029947,621.6766155511141,87.39501953125,0.6,0.0854700854700854,850.533635944128,649.09815030545
Chandigarh,2006,0.0,0.0,0.0,2.0,0.2849002849002849,0.0,897.021963365376,651.1233429163694,47.37369155883789,0.6,0.0854700854700854,815.7165748029947,621.6766155511141
Chandigarh,2007,0.0,0.0,0.0,2.0,0.2849002849002849,0.0,1492.0158006995916,928.3435559868813,84.73954010009766,2.0,0.2849002849002849,897.021963365376,651.1233429163694
Chandigarh,2008,0.0,0.0,0.0,2.0,0.2849002849002849,0.0,1449.6106003150344,1229.2504247277975,185.6092834472656,2.0,0.2849002849002849,1492.0158006995916,928.3435559868813
Chandigarh,2009,0.0,0.0,0.0,2.0,0.2849002849002849,0.0,1041.526791036129,882.1827166378498,122.66852569580078,2.0,0.2849002849002849,1449.6106003150344,1229.2504247277975
Chandigarh,2010,0.0,0.0,0.0,2.0,0.2849002849002849,0.0,1301.3822290301323,992.7296597659588,109.65155792236328,2.0,0.2849002849002849,1041.526791036129,882.1827166378498
Chandigarh,2011,0.0,0.0,0.0,0.2,0.0284900284900284,0.0,1515.4099419862032,1360.2122376561165,71.33341217041016,2.0,0.2849002849002849,1301.3822290301323,992.7296597659588
Chandigarh,2012,0.0,0.0,0.0,0.2,0.0284900284900284,0.0,1004.174586072564,848.7332620918751,47.50426864624024,0.2,0.0284900284900284,1515.4099419862032,1360.2122376561165
Chandigarh,2013,0.0,0.0,0.0,0.2,0.0284900284900284,0.0,1025.8533013686538,782.5184560194612,75.2119140625,0.2,0.0284900284900284,1004.174586072564,848.7332620918751
Chandigarh,2014,0.0,0.0,0.0,0.2,0.0284900284900284,0.0,819.2243755087256,413.40025901049376,87.23287200927734,0.2,0.0284900284900284,1025.8533013686538,782.5184560194612
Chandigarh,2015,0.0,0.0,0.0,0.2,0.0284900284900284,0.0,824.4009547606111,566.5993629321456,66.26073455810547,0.2,0.0284900284900284,819.2243755087256,413.40025901049376
Chandigarh,2016,0.0,0.0,0.0,0.0,0.0,0.0,575.253390185535,423.01149678975344,57.49656677246094,0.2,0.0284900284900284,824.4009547606111,566.5993629321456
Chandigarh,2017,0.0,0.0,0.0,0.0,0.0,0.0,896.0250523537397,711.711813673377,97.48013305664062,0.0,0.0,575.253390185535,423.01149678975344
Chandigarh,2018,0.0,0.0,0.0,0.0,0.0,0.0,1078.2205705493689,949.6196265518664,71.07498168945312,0.0,0.0,896.0250523537397,711.711813673377
Chandigarh,2019,0.0,0.0,0.0,0.0,0.0,0.0,934.745684735477,712.1707983762026,92.50929260253906,0.0,0.0,1078.2205705493689,949.6196265518664
Chandigarh,2020,0.0,0.0,0.0,0.0,0.0,0.0,924.9763486087322,666.6333799660206,71.52978515625,0.0,0.0,934.745684735477,712.1707983762026
Chhattisgarh,2001,4.0,50.0,1.0,2127.6,0.0798776380907757,3.0,1583.654914025683,1404.8465855005195,140.3248269557953,,,,
Chhattisgarh,2002,0.0,0.0,0.0,2127.6,0.0798776380907757,1.0,1057.257678466849,953.0397152244112,99.06727766990662,2127.6,0.0798776380907757,1583.654914025683,1404.8465855005195
Chhattisgarh,2003,0.0,0.0,0.0,2127.6,0.0798776380907757,3.0,1716.341116912663,1479.2045189198109,122.75103330612184,2127.6,0.0798776380907757,1057.257678466849,953.0397152244112
Chhattisgarh,2004,0.0,0.0,0.0,2127.6,0.0798776380907757,2.0,1163.6318515888415,1027.2508772234432,116.60496783256532,2127.6,0.0798776380907757,1716.341116912663,1479.2045189198109
Chhattisgarh,2005,0.0,0.0,0.0,2127.6,0.0798776380907757,1.0,1332.0282704685817,1114.4836880406365,104.52953958511353,2127.6,0.0798776380907757,1163.6318515888415,1027.2508772234432
Chhattisgarh,2006,5.0,50.0,1.6,1983.4,0.0744638594610099,3.0,1360.660286792554,1272.2494616894985,144.31106114387512,2127.6,0.0798776380907757,1332.0282704685817,1114.4836880406365
Chhattisgarh,2007,0.0,0.0,0.0,1983.4,0.0744638594610099,2.0,1289.8162983190268,1181.0926892301068,121.81747937202454,1983.4,0.0744638594610099,1360.660286792554,1272.2494616894985
Chhattisgarh,2008,0.0,0.0,0.0,1983.4,0.0744638594610099,1.0,1213.533920778893,1139.3283244385384,88.85455203056335,1983.4,0.0744638594610099,1289.8162983190268,1181.0926892301068
Chhattisgarh,2009,0.0,0.0,0.0,1983.4,0.0744638594610099,0.0,1000.780672325287,816.9076712839305,99.17243814468384,1983.4,0.0744638594610099,1213.533920778893,1139.3283244385384
Chhattisgarh,2010,3.0,15.0,3.6666666666666665,1983.4,0.0744638594610099,3.0,1230.9816676774062,1110.551175345201,101.3655083179474,1983.4,0.0744638594610099,1000.780672325287,816.9076712839305
Chhattisgarh,2011,1.0,6.0,3.0,3031.0,0.1137944731402243,0.0,1339.2462846511044,1272.2641302207485,101.8752691745758,1983.4,0.0744638594610099,1230.9816676774062,1110.551175345201
Chhattisgarh,2012,1.0,1.0,1.0,3031.0,0.1137944731402243,2.0,1393.48937557498,1279.3484509326518,105.75423407554626,3031.0,0.1137944731402243,1339.2462846511044,1272.2641302207485
Chhattisgarh,2013,1.0,0.0,1.0,3031.0,0.1137944731402243,2.0,1313.8166589140892,1069.628192410339,99.31429934501648,3031.0,0.1137944731402243,1393.48937557498,1279.3484509326518
Chhattisgarh,2014,0.0,0.0,0.0,3031.0,0.1137944731402243,0.0,1280.3905111760832,1109.2747141658328,132.5487608909607,3031.0,0.1137944731402243,1313.8166589140892,1069.628192410339
Chhattisgarh,2015,1.0,1.0,1.0,3031.0,0.1137944731402243,0.0,1052.6152166943066,952.5540027315728,98.54387187957764,3031.0,0.1137944731402243,1280.3905111760832,1109.2747141658328
Chhattisgarh,2016,4.0,5.0,2.0,2118.0,0.0795172200960063,0.0,1332.9748941846192,1123.9816821417771,120.11451435089111,3031.0,0.1137944731402243,1052.6152166943066,952.5540027315728
Chhattisgarh,2017,1.0,3.0,1.0,2118.0,0.0795172200960063,2.0,1052.4883250128478,977.5613108468242,80.13857102394104,2118.0,0.0795172200960063,1332.9748941846192,1123.9816821417771
Chhattisgarh,2018,0.0,0.0,0.0,2118.0,0.0795172200960063,0.0,1143.918008199893,1024.178916411009,84.27055335044861,2118.0,0.0795172200960063,1052.4883250128478,977.5613108468242
Chhattisgarh,2019,1.0,4.0,1.0,2118.0,0.0795172200960063,5.0,1321.1560135683976,1157.5960522503592,86.95437335968018,2118.0,0.0795172200960063,1143.918008199893,1024.178916411009
Chhattisgarh,2020,0.0,0.0,0.0,2118.0,0.0795172200960063,5.0,1520.5299001066014,1224.4585018521177,124.3743495941162,2118.0,0.0795172200960063,1321.1560135683976,1157.5960522503592
Dadra & Nagar Haveli & Daman & Diu,2001,0.0,0.0,0.0,0.0,0.0,0.0,1585.5974180120977,1546.2905564326793,129.8796157836914,,,,
Dadra & Nagar Haveli & Daman & Diu,2002,0.0,0.0,0.0,0.0,0.0,0.0,1483.3567816838622,1473.1450587138534,262.2005615234375,0.0,0.0,1585.5974180120977,1546.2905564326793
Dadra & Nagar Haveli & Daman & Diu,2003,0.0,0.0,0.0,0.0,0.0,0.0,2058.8831761926413,2049.9532928317785,196.162353515625,0.0,0.0,1483.3567816838622,1473.1450587138534
Dadra & Nagar Haveli & Daman & Diu,2004,0.0,0.0,0.0,0.0,0.0,0.0,2286.656759213656,2251.587840102613,296.8152961730957,0.0,0.0,2058.8831761926413,2049.9532928317785
Dadra & Nagar Haveli & Daman & Diu,2005,0.0,0.0,0.0,0.0,0.0,0.0,2633.9872297775,2609.2928096000105,288.4369812011719,0.0,0.0,2286.656759213656,2251.587840102613
Dadra & Nagar Haveli & Daman & Diu,2006,0.0,0.0,0.0,0.0,0.0,0.0,2210.3208279311657,2140.2620081417263,212.34720993041992,0.0,0.0,2633.9872297775,2609.2928096000105
Dadra & Nagar Haveli & Daman & Diu,2007,0.0,0.0,0.0,0.0,0.0,0.0,2282.237711064517,2269.6082997322083,241.1945877075196,0.0,0.0,2210.3208279311657,2140.2620081417263
Dadra & Nagar Haveli & Daman & Diu,2008,1.0,5.0,1.0,0.0,0.0,0.0,2150.6289877276868,2128.5608347598463,220.01402282714844,0.0,0.0,2282.237711064517,2269.6082997322083
Dadra & Nagar Haveli & Daman & Diu,2009,0.0,0.0,0.0,0.0,0.0,0.0,1731.4550116322937,1595.9416976124048,241.4076271057129,0.0,0.0,2150.6289877276868,2128.5608347598463
Dadra & Nagar Haveli & Daman & Diu,2010,0.0,0.0,0.0,0.0,0.0,0.0,2273.6135443747044,2185.907311603427,220.89517211914065,0.0,0.0,1731.4550116322937,1595.9416976124048
Dadra & Nagar Haveli & Daman & Diu,2011,0.0,0.0,0.0,0.0,0.0,0.0,1817.028188990429,1760.8429884482175,127.29913902282716,0.0,0.0,2273.6135443747044,2185.907311603427
Dadra & Nagar Haveli & Daman & Diu,2012,0.0,0.0,0.0,0.0,0.0,0.0,1305.9517523217946,1234.475615920499,140.15256214141846,0.0,0.0,1817.028188990429,1760.8429884482175
Dadra & Nagar Haveli & Daman & Diu,2013,0.0,0.0,0.0,0.0,0.0,0.0,2483.764984298497,2410.0659300386906,199.23637008666992,0.0,0.0,1305.9517523217946,1234.475615920499
Dadra & Nagar Haveli & Daman & Diu,2014,0.0,0.0,0.0,0.0,0.0,0.0,2007.5181001331653,2001.147667041048,242.6094665527344,0.0,0.0,2483.764984298497,2410.0659300386906
Dadra & Nagar Haveli & Daman & Diu,2015,0.0,0.0,0.0,0.0,0.0,0.0,1321.1409396212548,1303.4115981794894,177.92352676391602,0.0,0.0,2007.5181001331653,2001.147667041048
Dadra & Nagar Haveli & Daman & Diu,2016,0.0,0.0,0.0,0.0,0.0,0.0,2317.2865368314087,2248.740913312882,190.2655658721924,0.0,0.0,1321.1409396212548,1303.4115981794894
Dadra & Nagar Haveli & Daman & Diu,2017,0.0,0.0,0.0,0.0,0.0,0.0,2592.183530114591,2469.804551783949,308.5763473510742,0.0,0.0,2317.2865368314087,2248.740913312882
Dadra & Nagar Haveli & Daman & Diu,2018,0.0,0.0,0.0,0.0,0.0,0.0,1898.249424993992,1894.0699267089367,200.5428810119629,0.0,0.0,2592.183530114591,2469.804551783949
Dadra & Nagar Haveli & Daman & Diu,2019,0.0,0.0,0.0,0.0,0.0,0.0,2914.224087851122,2783.5220813471824,218.0597915649414,0.0,0.0,1898.249424993992,1894.0699267089367
Dadra & Nagar Haveli & Daman & Diu,2020,0.0,0.0,0.0,0.0,0.0,0.0,2061.561266658828,2019.460450217128,201.589246749878,0.0,0.0,2914.224087851122,2783.5220813471824
Delhi,2001,0.0,0.0,0.0,0.4,0.1520912547528517,0.0,664.2443444430828,556.904987424612,90.096923828125,,,,
Delhi,2002,0.0,0.0,0.0,0.4,0.1520912547528517,0.0,525.0312434881926,416.3960679471493,77.93382263183594,0.4,0.1520912547528517,664.2443444430828,556.904987424612
Delhi,2003,2.0,8.0,2.0,0.4,0.1520912547528517,0.0,1026.379986859858,930.5279974862932,97.96218872070312,0.4,0.1520912547528517,525.0312434881926,416.3960679471493
Delhi,2004,0.0,0.0,0.0,0.4,0.1520912547528517,0.0,598.4219863712788,483.42026513814926,121.54850769042967,0.4,0.1520912547528517,1026.379986859858,930.5279974862932
